"","week.day","hour","Leeds.trains","Leeds.av.delay","Sheffield.trains","Sheffield.av.delay","Nottingham.trains","Nottingham.av.delay","arrival.to","arrival.time","arrival.schedule","delay.secs","train_code"
"1278","Sunday",14,21,0.5,18,0,7,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1279","Tuesday",8,38,0.5,21,1,12,1.75,"NTNG",NA,"08:58:00",NA,"1Y09"
"1280","Tuesday",10,42,0.25,21,2,16,3,"NTNG",NA,"10:58:00",NA,"1Y17"
"1281","Tuesday",14,39,0.5,22,0.5,14,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1282","Thursday",10,41,0,23,0,13,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1283","Thursday",20,39,1.5,23,2,10,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1284","Friday",13,39,0.5,25,2,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1285","Friday",16,39,0.5,21,1,14,0.25,"NTNG",NA,"16:58:00",NA,"1Y41"
"1286","Friday",17,36,0.5,19,1.5,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1287","Friday",18,46,1.5,25,2,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1288","Sunday",14,20,1.25,16,0,9,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1289","Sunday",20,17,3.5,19,0,7,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1290","Monday",7,33,0,17,0,12,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1291","Monday",11,44,1,23,1.5,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1292","Tuesday",7,32,0,16,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1293","Tuesday",10,39,0,25,1.5,14,0.5,"NTNG",NA,"10:58:00",NA,"1Y17"
"1294","Tuesday",12,38,0.5,22,0,14,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1295","Wednesday",10,41,0,26,1.5,15,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1296","Wednesday",12,39,0,22,1.5,14,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1297","Thursday",18,45,2.5,23,5,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1298","Friday",8,37,1,23,0.5,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1299","Friday",10,42,1.25,24,0,12,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1300","Friday",14,39,1,19,2.5,14,5.25,"NTNG",NA,"14:58:00",NA,"1Y33"
"1301","Friday",19,40,3.5,20,6.25,12,1,"NTNG",NA,"19:58:00",NA,"1Y53"
"1302","Friday",20,43,7.5,22,7.25,10,0.5,"NTNG",NA,"20:58:00",NA,"1Y57"
"1303","Saturday",16,31,3.5,24,2.25,13,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1304","Sunday",15,24,0,17,0,7,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1305","Sunday",17,23,0,15,0,10,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1306","Monday",7,31,0,17,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1307","Monday",10,46,1.75,22,1.25,14,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1308","Monday",11,38,0.5,21,4.5,14,1.25,"NTNG",NA,"11:58:00",NA,"1Y21"
"1309","Monday",14,39,1.5,23,4,14,1.25,"NTNG",NA,"14:58:00",NA,"1Y33"
"1310","Tuesday",10,39,1.5,20,0.25,13,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1311","Tuesday",15,40,1.5,25,0.5,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1312","Wednesday",7,31,0,18,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1313","Wednesday",15,37,0,22,4,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1314","Thursday",10,42,2,25,1.5,14,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1315","Thursday",11,41,0,23,2,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1316","Friday",11,35,1.5,20,2.5,15,1,"NTNG",NA,"11:58:00",NA,"1Y21"
"1317","Monday",10,34,3.25,22,0,14,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1318","Monday",16,35,2,23,1.5,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1319","Monday",19,40,3.5,25,2.5,11,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1320","Tuesday",7,30,0,16,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1321","Tuesday",10,40,1.25,24,0.5,12,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1322","Tuesday",11,37,0.5,20,0,13,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1323","Tuesday",14,40,0.5,23,1.5,14,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1324","Wednesday",9,44,3.5,22,4.5,13,2,"NTNG",NA,"09:58:00",NA,"1Y13"
"1325","Thursday",13,37,1,22,1.25,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1326","Thursday",15,41,1,24,0.25,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1327","Thursday",18,40,1.5,23,1,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1328","Friday",7,30,0,17,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1329","Friday",17,46,0.75,21,1.5,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1330","Friday",20,40,5.75,24,3.75,11,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1331","Saturday",10,39,0.5,25,0.5,13,0.5,"NTNG",NA,"10:58:00",NA,"1Y17"
"1332","Saturday",16,33,1,21,0,13,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1333","Saturday",17,41,0.5,25,1,13,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1334","Saturday",19,39,1.5,26,1.5,11,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1335","Sunday",12,19,0,12,0.5,5,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1336","Sunday",16,16,0,21,1.5,8,0.5,"NTNG",NA,"16:58:00",NA,"1Y41"
"1337","Monday",8,37,1,22,0.5,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1338","Monday",16,36,0,22,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1339","Monday",19,46,2.75,26,2,14,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1340","Tuesday",10,42,0.75,24,1.5,14,0.25,"NTNG",NA,"10:58:00",NA,"1Y17"
"1341","Tuesday",13,40,0,27,0.5,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1342","Tuesday",15,37,0,24,1.25,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1343","Tuesday",17,41,0,22,1.5,14,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1344","Tuesday",19,40,1,24,1.75,14,0.5,"NTNG",NA,"19:58:00",NA,"1Y53"
"1345","Wednesday",8,39,0,19,1,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1346","Wednesday",9,39,1,20,1,13,1,"NTNG",NA,"09:58:00",NA,"1Y13"
"1347","Wednesday",11,39,1,23,2,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1348","Wednesday",16,36,0,22,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1349","Wednesday",17,44,0,22,0,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1350","Wednesday",18,41,0,24,0,14,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1351","Wednesday",19,43,1,22,1.5,13,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1352","Thursday",15,39,0,21,0.5,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1353","Thursday",17,40,0,23,2,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1354","Thursday",20,39,1,22,3,11,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1355","Friday",13,40,0.25,28,1.25,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1356","Saturday",9,39,0,24,0,10,0.25,"NTNG",NA,"09:58:00",NA,"1Y13"
"1357","Saturday",12,36,0.5,20,0,12,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1358","Saturday",13,38,1.25,24,1,11,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1359","Saturday",17,37,2,21,2.5,11,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1360","Sunday",14,23,0,17,0,7,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1361","Monday",17,45,1.5,24,1,14,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1362","Monday",19,43,1.5,24,2.5,13,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1363","Monday",20,38,1,24,5,11,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1364","Tuesday",8,36,0.25,21,1,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1365","Tuesday",11,40,0,18,0.25,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1366","Tuesday",13,43,0,24,0,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1367","Tuesday",14,36,0,23,0,14,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1368","Tuesday",17,45,1,21,0,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1369","Wednesday",8,39,0,22,1,12,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1370","Wednesday",9,44,1.5,21,1,14,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1371","Wednesday",12,41,0.5,22,1.25,14,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1372","Wednesday",13,40,0,25,1,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1373","Thursday",9,45,2,20,0,14,0.25,"NTNG",NA,"09:58:00",NA,"1Y13"
"1374","Thursday",10,40,0.25,23,0.5,11,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1375","Thursday",11,42,0.75,24,1.25,15,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1376","Thursday",14,42,1,24,0,14,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1377","Friday",7,33,0,18,0,12,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1378","Friday",13,40,0,25,1,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1379","Friday",16,37,0.5,19,0,16,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1380","Friday",19,40,5.25,24,0.5,14,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1381","Saturday",10,35,1.5,23,4.5,12,0.5,"NTNG",NA,"10:58:00",NA,"1Y17"
"1382","Saturday",15,36,1,20,0,13,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1383","Saturday",18,31,4,22,2.5,13,2.5,"NTNG",NA,"18:58:00",NA,"1Y49"
"1384","Sunday",10,20,0,9,0,5,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1385","Sunday",11,29,2,10,0,3,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1386","Sunday",13,24,0.5,14,0,5,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1387","Sunday",18,26,0,16,0,8,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1388","Monday",8,40,1,21,1,12,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1389","Monday",16,37,0,20,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1390","Monday",18,45,3,22,1.5,14,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1391","Tuesday",7,34,0,16,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1392","Tuesday",9,43,1.5,21,0.5,13,1,"NTNG",NA,"09:58:00",NA,"1Y13"
"1393","Tuesday",10,41,0,24,1,13,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1394","Tuesday",11,37,0,21,1.5,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1395","Tuesday",12,40,0,19,1,13,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1396","Tuesday",18,45,1,24,1,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1397","Wednesday",20,40,2,22,1.5,10,0.25,"NTNG",NA,"20:58:00",NA,"1Y57"
"1398","Friday",11,40,1,21,0.5,13,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1399","Friday",18,45,2,23,0.5,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1400","Saturday",8,31,0,20,0,12,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1401","Saturday",12,35,0,21,0.5,13,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1402","Saturday",14,35,0,24,1.5,12,0.25,"NTNG",NA,"14:58:00",NA,"1Y33"
"1403","Saturday",16,33,0.5,23,0,13,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1404","Saturday",18,30,2.5,20,1,13,0.5,"NTNG",NA,"18:58:00",NA,"1Y49"
"1405","Saturday",19,28,2.75,22,2.5,11,1.5,"NTNG",NA,"19:58:00",NA,"1Y53"
"1406","Saturday",20,28,6.25,20,1.25,11,1,"NTNG",NA,"20:58:00",NA,"1Y57"
"1407","Sunday",11,21,0,12,0,3,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1408","Sunday",14,24,0,17,0,7,0,"NTNG",NA,"14:58:00",NA,"1Y33"
"1409","Sunday",20,24,0,20,0.5,7,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1410","Monday",7,32,0,17,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1411","Monday",12,39,0.5,23,1,14,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1412","Monday",15,39,0,25,0,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1413","Monday",19,43,0.5,26,0,13,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1414","Tuesday",9,42,1,20,0.5,13,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1415","Tuesday",16,39,0,21,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1416","Tuesday",20,41,3,23,2,12,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1417","Wednesday",8,37,0.5,21,0.5,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1418","Wednesday",20,41,3,20,0.25,12,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1419","Thursday",19,41,1,25,5.5,14,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1420","Thursday",20,37,1,25,0,11,1,"NTNG",NA,"20:58:00",NA,"1Y57"
"1421","Friday",7,31,0,18,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1422","Friday",9,43,1.5,21,0.5,13,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1423","Saturday",8,35,0,22,0,12,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1424","Saturday",9,40,0,24,0,11,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1425","Saturday",10,34,0,25,0,13,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1426","Saturday",19,39,2,23,2.5,12,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1427","Sunday",12,24,0,13,0,7,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1428","Sunday",15,30,0,16,-0.5,7,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1429","Sunday",20,23,0,21,0,7,0,"NTNG",NA,"20:58:00",NA,"1Y57"
"1430","Monday",8,40,0,22,0,13,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1431","Monday",13,42,0,23,1.5,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1432","Monday",15,40,0.5,23,1,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1433","Monday",16,37,0,20,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1434","Monday",17,45,0.5,22,0,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1435","Tuesday",13,38,0,24,1.25,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1436","Tuesday",15,40,1.5,23,0,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1437","Tuesday",17,40,0,21,0.5,15,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1438","Tuesday",18,44,1,24,0.5,14,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1439","Wednesday",7,31,0,18,0,11,0,"NTNG",NA,"07:58:00",NA,"1Y05"
"1440","Wednesday",11,37,0,19,0,14,0,"NTNG",NA,"11:58:00",NA,"1Y21"
"1441","Wednesday",15,39,0.5,23,1,14,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1442","Thursday",9,42,0,22,0,13,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1443","Thursday",10,38,0,23,0,14,0,"NTNG",NA,"10:58:00",NA,"1Y17"
"1444","Thursday",13,37,0,22,0,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1445","Thursday",16,33,0,20,0,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1446","Thursday",18,44,0,18,0,13,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1447","Sunday",19,22,0.5,14,2.5,8,0,"NTNG",NA,"19:58:00",NA,"1G01"
"1448","Sunday",12,18,3.5,13,2,7,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1449","Sunday",15,22,2.25,14,0.75,5,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1450","Monday",16,31,2,22,0.5,14,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1451","Monday",17,32,1.5,23,0,16,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1452","Tuesday",8,35,0.5,22,0,14,0,"NTNG",NA,"08:58:00",NA,"1Y09"
"1453","Tuesday",15,40,0,26,1,13,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1454","Tuesday",16,38,0,18,0,13,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1455","Tuesday",17,39,0.5,24,1,16,0,"NTNG",NA,"17:58:00",NA,"1Y45"
"1456","Tuesday",18,45,0,21,0,14,0,"NTNG",NA,"18:58:00",NA,"1Y49"
"1457","Tuesday",19,40,0,27,1,13,0,"NTNG",NA,"19:58:00",NA,"1Y53"
"1458","Wednesday",9,40,0,25,0,14,0,"NTNG",NA,"09:58:00",NA,"1Y13"
"1459","Wednesday",12,38,0,22,1.75,14,0,"NTNG",NA,"12:58:00",NA,"1Y25"
"1460","Wednesday",16,37,0,21,0.5,13,0,"NTNG",NA,"16:58:00",NA,"1Y41"
"1461","Wednesday",18,44,1,22,0,14,0.5,"NTNG",NA,"18:58:00",NA,"1Y49"
"1462","Thursday",13,42,0,25,0,14,0,"NTNG",NA,"13:58:00",NA,"1Y29"
"1463","Thursday",15,37,0,21,0,13,0,"NTNG",NA,"15:58:00",NA,"1Y37"
"1464","Thursday",20,39,0.5,21,0,9,1,"NTNG",NA,"20:58:00",NA,"1Y57"
