"","week.day","hour","Leeds.trains","Leeds.av.delay","Sheffield.trains","Sheffield.av.delay","Nottingham.trains","Nottingham.av.delay","arrival.to","arrival.time","arrival.schedule","delay.secs","train_code"
"1266","Tuesday",13,42,0.5,24,0,14,0,"NTNG","13:57:06","13:58:00",-54,"1Y29"
"1267","Sunday",10,17,0,9,0,5,0.5,"NTNG","10:57:24","10:58:00",-36,"1Y17"
"1268","Monday",19,32,0.75,25,3.5,14,0,"NTNG","19:59:58","19:58:00",118,"1Y53"
"1269","Thursday",7,32,0,17,0,11,0,"NTNG","07:53:33","07:58:00",-267,"1Y05"
"1270","Monday",14,37,0,21,1,14,0,"NTNG","14:55:08","14:58:00",-172,"1Y33"
"1271","Wednesday",15,37,0,21,0,14,0,"NTNG","15:55:48","15:58:00",-132,"1Y37"
"1272","Wednesday",11,40,0,24,0,14,0,"NTNG","11:52:53","11:58:00",-307,"1Y21"
"1273","Friday",15,38,0.25,23,2,14,0,"NTNG","15:53:38","15:58:00",-262,"1Y37"
"1274","Sunday",19,23,0,16,0,10,0,"NTNG","19:56:40","19:58:00",-80,"1M01"
"1275","Monday",9,43,1,20,0,13,0,"NTNG","09:54:31","09:58:00",-209,"1Y13"
"1276","Sunday",10,23,0,9,0,6,0,"NTNG","10:55:24","10:58:00",-156,"1Y17"
"1277","Friday",17,44,1,25,2.5,14,0,"NTNG","17:53:21","17:58:00",-279,"1Y45"
"1278","Sunday",11,25,0,12,0,4,0,"NTNG","11:50:47","11:58:00",-433,"1Y21"
"1279","Wednesday",12,37,1.5,23,2,14,0,"NTNG","12:53:12","12:58:00",-288,"1Y25"
"1280","Sunday",12,25,0,13,0,7,0,"NTNG","13:01:32","12:58:00",212,"1Y25"
"1281","Tuesday",9,43,3,21,1,11,1.5,"NTNG","09:57:55","09:58:00",-5,"1Y13"
"1282","Tuesday",18,48,0.5,23,0,14,0,"NTNG","18:53:27","18:58:00",-273,"1Y49"
"1283","Thursday",16,36,0,21,0,14,0,"NTNG","17:00:41","16:58:00",161,"1Y41"
"1284","Monday",20,37,0,22,0,11,0.5,"NTNG","20:52:59","20:58:00",-301,"1Y57"
"1285","Tuesday",18,42,0,23,0,13,0,"NTNG","18:52:26","18:58:00",-334,"1Y49"
"1286","Wednesday",8,40,0.25,20,0.5,13,0,"NTNG","08:59:13","08:58:00",73,"1Y09"
"1287","Thursday",17,42,0,23,0,15,0,"NTNG","17:56:48","17:58:00",-72,"1Y45"
"1288","Sunday",13,22,0,15,0,5,0,"NTNG","13:55:42","13:58:00",-138,"1Y29"
"1289","Sunday",15,27,0,17,0,7,0,"NTNG","15:53:00","15:58:00",-300,"1Y37"
"1290","Saturday",9,37,0.5,23,0,12,0,"NTNG","09:53:10","09:58:00",-290,"1Y13"
"1291","Thursday",13,41,0.5,23,0,12,0,"NTNG","13:51:48","13:58:00",-372,"1Y29"
"1292","Sunday",14,22,0,18,0,7,0,"NTNG","14:53:13","14:58:00",-287,"1Y33"
"1293","Thursday",12,41,0,19,2,14,0,"NTNG","13:01:11","12:58:00",191,"1Y25"
"1294","Monday",8,38,0,20,0,14,0,"NTNG","08:56:17","08:58:00",-103,"1Y09"
"1295","Saturday",11,38,0,23,0.5,13,0,"NTNG","11:55:31","11:58:00",-149,"1Y21"
"1296","Sunday",15,24,0,17,0,7,0,"NTNG","16:02:25","15:58:00",265,"1Y37"
"1297","Thursday",19,41,1.5,21,0,13,0,"NTNG","19:53:13","19:58:00",-287,"1Y53"
"1298","Thursday",15,36,0,24,0.75,14,0,"NTNG","15:52:37","15:58:00",-323,"1Y37"
"1299","Wednesday",11,37,0,20,1.5,15,0,"NTNG","11:56:11","11:58:00",-109,"1Y21"
"1300","Saturday",8,34,4.75,17,0,10,0,"NTNG","09:01:32","08:58:00",212,"1Y09"
"1301","Thursday",18,47,0,25,0,14,0,"NTNG","18:53:28","18:58:00",-272,"1Y49"
"1302","Friday",16,38,0,22,0.25,14,0,"NTNG","16:52:40","16:58:00",-320,"1Y41"
"1303","Tuesday",7,32,0,18,0,11,0,"NTNG","07:52:02","07:58:00",-358,"1Y05"
"1304","Saturday",13,34,0,23,0,13,0,"NTNG","13:54:58","13:58:00",-182,"1Y29"
"1305","Monday",16,40,0,20,1,14,0,"NTNG","16:53:50","16:58:00",-250,"1Y41"
"1306","Monday",18,49,1,22,1.75,15,0,"NTNG","18:53:44","18:58:00",-256,"1Y49"
"1307","Wednesday",14,41,0,20,0,14,0,"NTNG","14:56:17","14:58:00",-103,"1Y33"
"1308","Friday",7,30,0,18,0,11,0,"NTNG","07:52:11","07:58:00",-349,"1Y05"
"1309","Monday",7,24,0,15,0,9,0,"NTNG","07:52:10","07:58:00",-350,"1Y05"
"1310","Saturday",12,32,0,21,2,13,1,"NTNG","12:53:43","12:58:00",-257,"1Y25"
"1311","Tuesday",17,42,0,24,0,15,0,"NTNG","17:58:15","17:58:00",15,"1Y45"
"1312","Thursday",19,45,0.5,23,0,12,0,"NTNG","19:55:27","19:58:00",-153,"1Y53"
"1313","Monday",20,40,0,23,2,11,0,"NTNG","20:54:46","20:58:00",-194,"1Y57"
"1314","Thursday",11,41,1,23,0,15,0,"NTNG","11:52:58","11:58:00",-302,"1Y21"
"1315","Friday",15,36,0,24,0,14,0,"NTNG","15:55:24","15:58:00",-156,"1Y37"
"1316","Tuesday",9,43,2.5,21,1,13,0,"NTNG","10:03:04","09:58:00",304,"1Y13"
"1317","Tuesday",15,38,0,25,0,14,0,"NTNG","15:53:36","15:58:00",-264,"1Y37"
"1318","Saturday",12,35,1,21,1,13,0,"NTNG","12:55:23","12:58:00",-157,"1Y25"
"1319","Wednesday",14,36,1,22,3,14,0,"NTNG","14:54:54","14:58:00",-186,"1Y33"
"1320","Wednesday",15,40,0,23,0,14,0,"NTNG","15:54:17","15:58:00",-223,"1Y37"
"1321","Monday",11,41,0.5,23,0.5,14,0,"NTNG","11:52:39","11:58:00",-321,"1Y21"
"1322","Thursday",9,43,0,23,0,13,0,"NTNG","09:53:32","09:58:00",-268,"1Y13"
"1323","Saturday",16,35,0,23,0,13,1,"NTNG","16:52:15","16:58:00",-345,"1Y41"
"1324","Wednesday",15,37,0,25,0.5,14,0,"NTNG","16:09:41","15:58:00",701,"1Y37"
"1325","Monday",11,42,0,22,0.5,14,1.25,"NTNG","11:53:00","11:58:00",-300,"1Y21"
"1326","Wednesday",9,42,0,23,0,13,0.5,"NTNG","09:53:18","09:58:00",-282,"1Y13"
"1327","Tuesday",20,38,0,23,2,11,0,"NTNG","21:46:31","20:58:00",2911,"1Y57"
"1328","Tuesday",17,41,0,22,0,15,0,"NTNG","17:53:46","17:58:00",-254,"1Y45"
"1329","Monday",10,42,0,25,0,14,0,"NTNG","11:00:04","10:58:00",124,"1Y17"
"1330","Saturday",18,37,0,26,0,14,0,"NTNG","18:57:53","18:58:00",-7,"1Y49"
"1331","Thursday",19,42,0.5,22,0,12,0,"NTNG","19:55:12","19:58:00",-168,"1Y53"
"1332","Friday",20,37,0.5,24,1,11,0,"NTNG","20:59:11","20:58:00",71,"1Y57"
"1333","Thursday",19,44,1.25,23,0.5,12,0,"NTNG","20:04:54","19:58:00",414,"1Y53"
"1334","Friday",10,39,1,25,1.5,14,0,"NTNG","10:51:58","10:58:00",-362,"1Y17"
"1335","Monday",8,38,0,20,0,14,0,"NTNG","08:56:02","08:58:00",-118,"1Y09"
"1336","Friday",19,40,1.75,26,0,12,0,"NTNG","19:59:48","19:58:00",108,"1Y53"
"1337","Monday",19,43,1,19,1.5,12,0,"NTNG","20:04:27","19:58:00",387,"1Y53"
"1338","Saturday",12,37,1,21,3,13,0,"NTNG","13:54:59","12:58:00",3419,"1Y25"
"1339","Thursday",10,39,0,25,0,14,0,"NTNG","10:54:35","10:58:00",-205,"1Y17"
"1340","Tuesday",9,40,1.5,19,1,13,0,"NTNG","09:59:09","09:58:00",69,"1Y13"
"1341","Saturday",19,39,1.5,21,5,12,0,"NTNG","20:04:05","19:58:00",365,"1Y53"
"1342","Friday",17,43,0,25,0,15,0,"NTNG","17:56:36","17:58:00",-84,"1Y45"
"1343","Wednesday",14,39,0,22,0,13,0,"NTNG","14:57:33","14:58:00",-27,"1Y33"
"1344","Thursday",9,43,0.5,22,0,13,0,"NTNG","09:53:28","09:58:00",-272,"1Y13"
"1345","Saturday",8,37,0,19,0,11,0,"NTNG","08:55:43","08:58:00",-137,"1Y09"
"1346","Monday",8,37,0.5,20,0,13,0,"NTNG","08:57:28","08:58:00",-32,"1Y09"
"1347","Monday",15,33,0,23,1,12,0,"NTNG","15:55:08","15:58:00",-172,"1Y37"
"1348","Friday",16,38,0,23,0,13,0,"NTNG","16:54:23","16:58:00",-217,"1Y41"
"1349","Monday",20,39,1.5,22,0.25,11,0,"NTNG","20:59:08","20:58:00",68,"1Y57"
"1350","Thursday",7,33,0,18,0,11,0,"NTNG","07:52:40","07:58:00",-320,"1Y05"
"1351","Saturday",10,33,0,23,0,13,0,"NTNG","11:05:32","10:58:00",452,"1Y17"
"1352","Friday",9,42,0,22,0,13,0,"NTNG","09:55:18","09:58:00",-162,"1Y13"
"1353","Sunday",20,24,0,12,0,7,0,"NTNG","20:54:55","20:58:00",-185,"1Y57"
"1354","Saturday",13,37,0.5,25,5,13,0,"NTNG","14:04:06","13:58:00",366,"1Y29"
"1355","Wednesday",10,43,0,23,0,14,0,"NTNG","10:55:08","10:58:00",-172,"1Y17"
"1356","Tuesday",14,42,0,21,0,12,0,"NTNG","14:54:01","14:58:00",-239,"1Y33"
"1357","Saturday",8,36,0,19,0,11,0,"NTNG","08:57:33","08:58:00",-27,"1Y09"
"1358","Saturday",14,37,0,22,0,13,0,"NTNG","14:59:50","14:58:00",110,"1Y33"
"1359","Wednesday",8,40,0,21,0,13,0,"NTNG","08:56:07","08:58:00",-113,"1Y09"
"1360","Friday",9,43,0,21,1,13,0,"NTNG","09:55:02","09:58:00",-178,"1Y13"
"1361","Monday",20,38,0.5,20,1,11,0,"NTNG","20:54:57","20:58:00",-183,"1Y57"
"1362","Sunday",18,25,0,17,0,8,0,"NTNG","18:58:03","18:58:00",3,"1Y49"
"1363","Sunday",11,26,0.5,12,0,3,0,"NTNG","11:52:28","11:58:00",-332,"1Y21"
"1364","Saturday",10,38,0,26,0,13,0,"NTNG","10:52:01","10:58:00",-359,"1Y17"
"1365","Wednesday",11,38,1.75,22,0,14,0,"NTNG","11:54:40","11:58:00",-200,"1Y21"
"1366","Monday",9,42,1.5,22,0,15,0.5,"NTNG","10:02:43","09:58:00",283,"1Y13"
"1367","Wednesday",12,40,0,23,0,14,0,"NTNG","12:55:02","12:58:00",-178,"1Y25"
"1368","Thursday",13,41,0,24,0.25,14,0,"NTNG","13:56:10","13:58:00",-110,"1Y29"
"1369","Monday",10,39,0,23,0,14,0,"NTNG","10:55:58","10:58:00",-122,"1Y17"
"1370","Saturday",13,38,0,26,0.5,13,0,"NTNG","13:53:17","13:58:00",-283,"1Y29"
"1371","Tuesday",18,42,1.5,22,3.75,14,0,"NTNG","19:05:55","18:58:00",475,"1Y49"
"1372","Tuesday",17,38,0,22,0.25,15,0,"NTNG","17:56:05","17:58:00",-115,"1Y45"
"1373","Friday",7,33,0,18,0,11,0,"NTNG","07:52:16","07:58:00",-344,"1Y05"
"1374","Tuesday",18,43,1,22,0.5,14,0,"NTNG","18:55:11","18:58:00",-169,"1Y49"
"1375","Friday",17,43,0,23,0,15,0,"NTNG","17:54:38","17:58:00",-202,"1Y45"
"1376","Wednesday",14,40,0,20,1.25,14,0,"NTNG","14:53:44","14:58:00",-256,"1Y33"
"1377","Monday",13,45,1,22,1,13,0,"NTNG","14:30:37","13:58:00",1957,"1Y29"
"1378","Saturday",10,34,0,22,0,14,0.5,"NTNG","10:55:14","10:58:00",-166,"1Y17"
"1379","Friday",18,44,1,22,1.25,15,0,"NTNG","19:00:05","18:58:00",125,"1Y49"
"1380","Thursday",17,43,0,21,0,16,0,"NTNG","17:56:51","17:58:00",-69,"1Y45"
"1381","Tuesday",14,41,0,21,0,14,0,"NTNG","14:52:22","14:58:00",-338,"1Y33"
"1382","Wednesday",11,41,0,22,0,14,0,"NTNG","11:53:57","11:58:00",-243,"1Y21"
"1383","Monday",12,39,1,22,2.75,14,0,"NTNG","12:57:38","12:58:00",-22,"1Y25"
"1384","Tuesday",15,39,0,24,0.25,13,0,"NTNG","15:52:31","15:58:00",-329,"1Y37"
"1385","Thursday",11,41,2,23,0,14,0,"NTNG","11:57:09","11:58:00",-51,"1Y21"
"1386","Wednesday",12,39,0,23,0.5,14,0,"NTNG","12:52:55","12:58:00",-305,"1Y25"
"1387","Monday",20,40,2,22,0,11,0,"NTNG","20:57:38","20:58:00",-22,"1Y57"
"1388","Friday",14,38,0.75,23,2,14,0,"NTNG","14:58:50","14:58:00",50,"1Y33"
"1389","Friday",19,46,1,28,2,12,0,"NTNG","19:53:44","19:58:00",-256,"1Y53"
"1390","Tuesday",10,44,0,25,0.5,14,0,"NTNG","10:53:43","10:58:00",-257,"1Y17"
"1391","Tuesday",15,38,0,22,0,14,0,"NTNG","15:54:02","15:58:00",-238,"1Y37"
"1392","Sunday",12,23,0,13,0,7,0,"NTNG","12:54:53","12:58:00",-187,"1Y25"
"1393","Monday",7,32,0,16,0,11,0,"NTNG","07:56:41","07:58:00",-79,"1Y05"
"1394","Sunday",18,28,0,20,0,8,0,"NTNG","18:54:16","18:58:00",-224,"1Y49"
"1395","Thursday",16,39,0.5,21,0,14,0,"NTNG","16:58:34","16:58:00",34,"1Y41"
"1396","Tuesday",19,41,0.5,22,2.25,13,0,"NTNG","19:58:16","19:58:00",16,"1Y53"
"1397","Wednesday",10,42,0,26,0.5,13,0,"NTNG","10:55:08","10:58:00",-172,"1Y17"
"1398","Thursday",8,38,1,21,1,13,0,"NTNG","08:55:17","08:58:00",-163,"1Y09"
"1399","Tuesday",19,44,0.25,21,0,14,0,"NTNG","19:53:47","19:58:00",-253,"1Y53"
"1400","Monday",7,28,0,16,0,10,0,"NTNG","07:55:59","07:58:00",-121,"1Y05"
"1401","Monday",10,41,1,22,0.25,13,0,"NTNG","10:57:11","10:58:00",-49,"1Y17"
"1402","Thursday",16,36,0,23,1.5,14,0,"NTNG","16:56:28","16:58:00",-92,"1Y41"
"1403","Friday",9,43,0,20,0.25,12,0,"NTNG","09:53:14","09:58:00",-286,"1Y13"
"1404","Friday",11,39,0,21,1,14,0,"NTNG","11:52:50","11:58:00",-310,"1Y21"
"1405","Wednesday",16,37,0,24,1.25,14,0,"NTNG","16:54:52","16:58:00",-188,"1Y41"
"1406","Wednesday",18,45,0,23,0,14,0,"NTNG","18:59:59","18:58:00",119,"1Y49"
"1407","Wednesday",17,41,0,24,2,15,0,"NTNG","17:54:15","17:58:00",-225,"1Y45"
"1408","Sunday",18,21,0,18,2,7,0,"NTNG","18:57:10","18:58:00",-50,"1Y49"
"1409","Monday",20,37,7.5,22,5,12,1.75,"NTNG","20:57:47","20:58:00",-13,"1Y57"
"1410","Monday",16,37,1,21,0,14,0,"NTNG","16:52:34","16:58:00",-326,"1Y41"
"1411","Saturday",11,34,0.5,22,0.25,11,0,"NTNG","12:02:29","11:58:00",269,"1Y21"
"1412","Friday",15,33,0.5,26,1,14,0,"NTNG","15:54:44","15:58:00",-196,"1Y37"
"1413","Wednesday",11,40,6.25,22,2.5,14,2,"NTNG","11:55:13","11:58:00",-167,"1Y21"
"1414","Friday",15,39,2.5,25,2,14,0,"NTNG","15:59:32","15:58:00",92,"1Y37"
"1415","Tuesday",7,31,0,16,0,11,0,"NTNG","07:55:37","07:58:00",-143,"1Y05"
"1416","Monday",7,33,0,18,0,11,0,"NTNG","07:52:14","07:58:00",-346,"1Y05"
"1417","Sunday",18,22,2.5,20,0.25,8,0,"NTNG","18:58:04","18:58:00",4,"1Y49"
"1418","Thursday",13,42,0.5,24,0,14,0,"NTNG","13:52:49","13:58:00",-311,"1Y29"
"1419","Monday",7,33,0,16,0,11,0,"NTNG","07:57:47","07:58:00",-13,"1Y05"
"1420","Wednesday",11,41,0.5,21,0,14,0,"NTNG","11:56:53","11:58:00",-67,"1Y21"
"1421","Thursday",12,40,0,21,0,14,0,"NTNG","12:53:03","12:58:00",-297,"1Y25"
"1422","Friday",16,37,0,18,0.5,13,0,"NTNG","17:11:13","16:58:00",793,"1Y41"
"1423","Thursday",14,39,0,25,0,14,0,"NTNG","14:53:51","14:58:00",-249,"1Y33"
"1424","Wednesday",16,37,0,20,0,15,0,"NTNG","16:53:26","16:58:00",-274,"1Y41"
"1425","Tuesday",11,42,0,21,0,14,0,"NTNG","12:07:39","11:58:00",579,"1Y21"
"1426","Tuesday",8,41,0,21,0,13,0,"NTNG","08:54:39","08:58:00",-201,"1Y09"
"1427","Monday",9,42,0,21,0,13,0,"NTNG","09:54:31","09:58:00",-209,"1Y13"
"1428","Sunday",13,24,0.25,15,0,5,0,"NTNG","13:55:15","13:58:00",-165,"1Y29"
"1429","Sunday",10,17,0,9,0,5,0,"NTNG","11:05:17","10:58:00",437,"1Y17"
"1430","Thursday",11,40,0,22,0,14,0,"NTNG","11:53:55","11:58:00",-245,"1Y21"
"1431","Wednesday",17,43,0,26,0.5,15,0,"NTNG","17:59:50","17:58:00",110,"1Y45"
"1432","Saturday",14,35,0.5,24,0.75,13,0,"NTNG","15:01:48","14:58:00",228,"1Y33"
"1433","Friday",19,39,1.5,24,3,15,0,"NTNG","20:01:00","19:58:00",180,"1Y53"
"1434","Monday",19,42,0,24,0.75,12,0.75,"NTNG","19:57:40","19:58:00",-20,"1Y53"
"1435","Friday",8,41,0,22,0,13,0,"NTNG","08:54:18","08:58:00",-222,"1Y09"
"1436","Wednesday",20,36,11,20,3.5,11,3,"NTNG","21:23:01","20:58:00",1501,"1Y57"
"1437","Friday",9,41,0,21,0,14,0,"NTNG","09:53:02","09:58:00",-298,"1Y13"
"1438","Thursday",11,41,1.5,24,0,14,0,"NTNG","11:55:24","11:58:00",-156,"1Y21"
"1439","Friday",13,42,0.25,26,2,13,0,"NTNG","13:54:14","13:58:00",-226,"1Y29"
"1440","Thursday",9,43,0.5,22,0,13,0,"NTNG","09:57:39","09:58:00",-21,"1Y13"
"1441","Tuesday",16,38,0,20,0.25,14,0,"NTNG","16:58:13","16:58:00",13,"1Y41"
"1442","Thursday",15,33,0,23,0.5,14,0,"NTNG","15:54:20","15:58:00",-220,"1Y37"
"1443","Saturday",19,41,3.5,22,2,12,5,"NTNG","20:01:16","19:58:00",196,"1Y53"
"1444","Thursday",20,38,0,19,0,12,0,"NTNG","20:54:14","20:58:00",-226,"1Y57"
"1445","Monday",10,41,0,24,0,14,0,"NTNG","10:52:37","10:58:00",-323,"1Y17"
"1446","Tuesday",16,36,0.75,21,0,14,0,"NTNG","16:53:26","16:58:00",-274,"1Y41"
"1447","Sunday",20,23,0,18,0,7,0,"NTNG","20:55:27","20:58:00",-153,"1Y57"
"1448","Monday",7,33,0,17,0,11,0,"NTNG","07:52:37","07:58:00",-323,"1Y05"
"1449","Tuesday",16,37,0,21,1,13,0,"NTNG","16:54:42","16:58:00",-198,"1Y41"
"1450","Tuesday",13,41,1.5,23,3,13,0,"NTNG","14:00:21","13:58:00",141,"1Y29"
"1451","Monday",17,42,0,23,3,12,0,"NTNG","17:58:55","17:58:00",55,"1Y45"
"1452","Wednesday",19,42,0,24,0,14,0,"NTNG","19:53:52","19:58:00",-248,"1Y53"
"1453","Friday",20,38,2,21,3,11,0,"NTNG","20:54:22","20:58:00",-218,"1Y57"
"1454","Tuesday",16,37,0,21,0,14,0,"NTNG","16:52:54","16:58:00",-306,"1Y41"
"1455","Monday",15,39,0,22,0,14,0,"NTNG","15:52:42","15:58:00",-318,"1Y37"
"1456","Tuesday",11,41,0.5,19,0,14,0,"NTNG","11:56:07","11:58:00",-113,"1Y21"
"1457","Monday",18,40,0,22,1,14,0,"NTNG","18:55:22","18:58:00",-158,"1Y49"
"1458","Thursday",8,39,0,22,0,14,0,"NTNG","08:55:46","08:58:00",-134,"1Y09"
"1459","Thursday",17,40,1.5,21,1,15,0,"NTNG","18:03:28","17:58:00",328,"1Y45"
"1460","Tuesday",16,36,0,21,0,14,0,"NTNG","16:53:55","16:58:00",-245,"1Y41"
"1461","Thursday",8,37,0,22,0,13,0,"NTNG","08:58:21","08:58:00",21,"1Y09"
"1462","Wednesday",12,41,0,21,0,14,0,"NTNG","12:54:58","12:58:00",-182,"1Y25"
"1463","Thursday",8,37,0,20,0,14,0,"NTNG","08:56:36","08:58:00",-84,"1Y09"
"1464","Sunday",15,28,0,14,0,7,0,"NTNG","15:53:45","15:58:00",-255,"1Y37"
"1465","Friday",11,43,2,23,0,14,0,"NTNG","11:53:39","11:58:00",-261,"1Y21"
"1466","Monday",17,41,0,21,0,15,0,"NTNG","17:53:34","17:58:00",-266,"1Y45"
"1467","Friday",18,45,2.5,24,8.75,13,0,"NTNG","18:55:51","18:58:00",-129,"1Y49"
"1468","Monday",17,43,0,23,0.5,15,0,"NTNG","18:25:57","17:58:00",1677,"1Y45"
"1469","Monday",17,41,0,22,0.25,15,0,"NTNG","17:59:29","17:58:00",89,"1Y45"
"1470","Tuesday",14,37,0,24,0,14,0,"NTNG","14:53:00","14:58:00",-300,"1Y33"
"1471","Monday",15,32,0.5,22,1.25,14,0,"NTNG","15:56:48","15:58:00",-72,"1Y37"
"1472","Thursday",20,38,0,23,0,11,0,"NTNG","20:56:46","20:58:00",-74,"1Y57"
"1473","Friday",16,38,1.25,21,2,14,0,"NTNG","16:55:30","16:58:00",-150,"1Y41"
"1474","Monday",7,32,0,17,0,11,0,"NTNG","07:53:24","07:58:00",-276,"1Y05"
"1475","Thursday",7,33,0,18,0,10,0,"NTNG","07:52:22","07:58:00",-338,"1Y05"
"1476","Tuesday",10,41,0.5,24,0,14,0,"NTNG","10:56:50","10:58:00",-70,"1Y17"
"1477","Sunday",14,19,1,15,0,6,0,"NTNG","14:55:16","14:58:00",-164,"1Y33"
"1478","Tuesday",7,29,0,17,0,11,0,"NTNG","07:52:15","07:58:00",-345,"1Y05"
"1479","Thursday",14,38,0,21,0,14,0,"NTNG","14:51:58","14:58:00",-362,"1Y33"
"1480","Friday",18,43,0,23,0,12,0,"NTNG","18:53:42","18:58:00",-258,"1Y49"
"1481","Monday",18,44,0,25,0.5,13,0,"NTNG","18:53:13","18:58:00",-287,"1Y49"
"1482","Tuesday",11,40,0,24,0.75,14,0,"NTNG","11:52:32","11:58:00",-328,"1Y21"
"1483","Tuesday",20,36,2,22,0.75,11,0,"NTNG","20:53:05","20:58:00",-295,"1Y57"
"1484","Sunday",12,23,0,13,0,9,0,"NTNG","12:56:40","12:58:00",-80,"1Y25"
"1485","Wednesday",20,38,2.25,21,3,10,0,"NTNG","20:58:07","20:58:00",7,"1Y57"
"1486","Friday",9,45,0,24,0,13,0,"NTNG","09:53:11","09:58:00",-289,"1Y13"
"1487","Tuesday",11,40,0.5,22,0.75,14,0,"NTNG","11:52:59","11:58:00",-301,"1Y21"
"1488","Saturday",18,38,0,23,0,13,0,"NTNG","18:54:48","18:58:00",-192,"1Y49"
"1489","Friday",8,36,0.75,22,1.25,13,0,"NTNG","09:00:46","08:58:00",166,"1Y09"
"1490","Sunday",10,23,0,8,0,8,0,"NTNG","10:54:36","10:58:00",-204,"1Y17"
"1491","Thursday",12,39,0,21,1.5,14,0,"NTNG","12:59:39","12:58:00",99,"1Y25"
"1492","Monday",16,41,1,19,1.5,14,0,"NTNG","16:57:07","16:58:00",-53,"1Y41"
"1493","Tuesday",14,33,0,22,0,14,0,"NTNG","15:01:10","14:58:00",190,"1Y33"
"1494","Monday",7,31,0,19,0,11,0,"NTNG","07:55:56","07:58:00",-124,"1Y05"
"1495","Sunday",10,23,0,8,0.25,9,0.5,"NTNG","10:59:21","10:58:00",81,"1Y17"
"1496","Tuesday",8,38,0.25,22,0.25,14,0,"NTNG","09:09:01","08:58:00",661,"1Y09"
"1497","Sunday",14,18,0,18,0,6,0,"NTNG","14:57:37","14:58:00",-23,"1Y33"
"1498","Wednesday",7,33,0,19,0,12,0,"NTNG","07:55:33","07:58:00",-147,"1Y05"
"1499","Thursday",17,43,0,24,0.25,13,0,"NTNG","17:55:51","17:58:00",-129,"1Y45"
"1500","Friday",11,44,0,23,0,14,0,"NTNG","11:57:28","11:58:00",-32,"1Y21"
"1501","Saturday",11,35,0,22,0,13,0,"NTNG","11:56:39","11:58:00",-81,"1Y21"
"1502","Friday",12,37,0,22,0,14,0,"NTNG","12:58:20","12:58:00",20,"1Y25"
"1503","Saturday",9,37,0,23,0,12,0,"NTNG","09:54:17","09:58:00",-223,"1Y13"
"1504","Thursday",17,43,0,23,0.5,15,0,"NTNG","17:54:35","17:58:00",-205,"1Y45"
"1505","Tuesday",11,41,0,16,0,14,0,"NTNG","11:54:40","11:58:00",-200,"1Y21"
"1506","Wednesday",10,39,2.5,21,2,13,0.5,"NTNG","10:59:29","10:58:00",89,"1Y17"
"1507","Friday",14,38,1,21,0.5,14,0,"NTNG","14:53:41","14:58:00",-259,"1Y33"
"1508","Friday",9,41,2.5,21,2,13,0,"NTNG","09:55:36","09:58:00",-144,"1Y13"
"1509","Thursday",7,32,0,18,0,11,0,"NTNG","07:54:00","07:58:00",-240,"1Y05"
"1510","Saturday",19,38,1.5,24,1,10,0,"NTNG","20:00:56","19:58:00",176,"1Y53"
"1511","Sunday",20,23,0,14,0,6,0,"NTNG","20:53:15","20:58:00",-285,"1Y57"
"1512","Saturday",20,35,0.5,20,0.25,11,0,"NTNG","20:58:01","20:58:00",1,"1Y57"
"1513","Wednesday",9,41,0,23,0,14,0,"NTNG","09:52:47","09:58:00",-313,"1Y13"
"1514","Wednesday",14,38,0,20,0,13,0,"NTNG","14:53:49","14:58:00",-251,"1Y33"
"1515","Wednesday",20,39,0.5,26,0,11,0,"NTNG","20:58:12","20:58:00",12,"1Y57"
"1516","Monday",16,35,0,18,0,14,0,"NTNG","16:54:28","16:58:00",-212,"1Y41"
"1517","Saturday",18,36,0.5,22,0,13,0.5,"NTNG","18:57:16","18:58:00",-44,"1Y49"
"1518","Thursday",16,38,0,23,0,14,0,"NTNG","16:57:52","16:58:00",-8,"1Y41"
"1519","Tuesday",15,38,0,23,0,14,0,"NTNG","15:52:50","15:58:00",-310,"1Y37"
"1520","Monday",17,45,0,21,0.5,15,0,"NTNG","17:59:05","17:58:00",65,"1Y45"
"1521","Saturday",10,33,1,24,0,12,0,"NTNG","10:52:27","10:58:00",-333,"1Y17"
"1522","Friday",19,44,1,25,0.5,13,0,"NTNG","19:57:52","19:58:00",-8,"1Y53"
"1523","Friday",14,39,0,26,1.25,14,0,"NTNG","14:52:42","14:58:00",-318,"1Y33"
"1524","Sunday",16,17,0.5,19,0,8,0,"NTNG","16:56:50","16:58:00",-70,"1Y41"
"1525","Friday",14,38,1.75,24,2,14,0,"NTNG","14:52:38","14:58:00",-322,"1Y33"
"1526","Sunday",17,24,0.25,16,0,10,0,"NTNG","17:57:28","17:58:00",-32,"1Y45"
"1527","Saturday",13,38,0,24,0.75,13,0,"NTNG","13:54:28","13:58:00",-212,"1Y29"
"1528","Thursday",9,43,0.5,21,1.5,13,1,"NTNG","09:52:33","09:58:00",-327,"1Y13"
"1529","Thursday",13,39,0,24,0,14,0,"NTNG","14:01:15","13:58:00",195,"1Y29"
"1530","Tuesday",20,39,4,23,0.5,10,0,"NTNG","20:56:06","20:58:00",-114,"1Y57"
"1531","Friday",8,39,0,20,0,13,0,"NTNG","08:54:27","08:58:00",-213,"1Y09"
"1532","Monday",13,40,0,26,0,14,0,"NTNG","13:55:53","13:58:00",-127,"1Y29"
"1533","Wednesday",12,39,2,20,0.25,14,0,"NTNG","13:02:30","12:58:00",270,"1Y25"
