"","train.code","day.week","departure.from","departure.time","departure.schedule","arrival.to","arrival.time","arrival.schedule","id"
"262","1Y53","Friday","LEEDS","18:05:15","18:05:00","WKFLDKG","18:21:55","18:22:00",64
"263","1Y53","Friday","WKFLDKG","18:23:38","18:24:00","BNSLY","18:36:20","18:36:00",64
"264","1Y53","Friday","BNSLY","18:40:15","18:40:00","MEADWHL","18:52:21","18:52:00",64
"265","1Y53","Friday","MEADWHL","18:56:56","18:56:00","SHEFFLD","19:02:22","19:00:00",64
"266","1Y57","Friday","LEEDS","19:05:21","19:05:00","WKFLDKG","19:20:59","19:22:00",65
"267","1Y57","Friday","WKFLDKG","19:24:22","19:24:00","BNSLY","19:37:30","19:36:00",65
"268","1Y57","Friday","BNSLY","19:41:11","19:40:00","MEADWHL","19:53:52","19:52:00",65
"269","1Y57","Friday","MEADWHL","19:56:00","19:56:00","SHEFFLD","20:03:56","20:00:00",65
"270","1Y09","Saturday","LEEDS","07:05:14","07:05:00","WKFLDKG","07:21:22","07:22:00",66
"271","1Y09","Saturday","WKFLDKG","07:25:18","07:24:00","BNSLY","07:38:47","07:36:00",66
"272","1Y09","Saturday","BNSLY","07:42:35","07:40:00","MEADWHL","07:54:46","07:52:00",66
"273","1Y09","Saturday","MEADWHL","07:57:28","07:56:00","SHEFFLD","08:02:43","08:00:00",66
"274","1Y41","Saturday","LEEDS","15:05:45","15:05:00","WKFLDKG","15:21:16","15:22:00",67
"275","1Y41","Saturday","WKFLDKG","15:23:19","15:24:00","BNSLY","15:35:37","15:36:00",67
"276","1Y41","Saturday","BNSLY","15:40:19","15:40:00","MEADWHL","15:54:20","15:52:00",67
"277","1Y41","Saturday","MEADWHL","15:58:35","15:56:00","SHEFFLD","16:03:22","16:00:00",67
"278","1Y37","Monday","LEEDS","14:08:19","14:05:00","WKFLDKG","14:25:28","14:22:00",68
"279","1Y37","Monday","WKFLDKG","14:27:08","14:24:00","BNSLY","14:40:24","14:36:00",68
"280","1Y37","Monday","BNSLY","14:42:50","14:40:00","MEADWHL","14:54:45","14:52:00",68
"281","1Y37","Monday","MEADWHL","14:56:49","14:56:00","SHEFFLD","15:01:00","15:00:00",68
"282","1Y41","Monday","LEEDS","15:05:43","15:05:00","WKFLDKG","15:20:32","15:22:00",69
"283","1Y41","Monday","WKFLDKG","15:23:19","15:24:00","BNSLY","15:36:17","15:36:00",69
"284","1Y41","Monday","BNSLY","15:40:27","15:40:00","MEADWHL","15:52:41","15:52:00",69
"285","1Y41","Monday","MEADWHL","15:55:03","15:56:00","SHEFFLD","15:59:18","16:00:00",69
"286","1Y53","Monday","LEEDS","18:05:52","18:05:00","WKFLDKG","18:23:48","18:22:00",70
"287","1Y53","Monday","WKFLDKG","18:25:49","18:24:00","BNSLY","18:38:16","18:36:00",70
"288","1Y53","Monday","BNSLY","18:40:35","18:40:00","MEADWHL","18:52:28","18:52:00",70
"289","1Y53","Monday","MEADWHL","18:56:14","18:56:00","SHEFFLD","19:01:12","19:00:00",70
"290","1Y21","Tuesday","LEEDS","10:05:48","10:05:00","WKFLDKG","10:21:38","10:22:00",71
"291","1Y21","Tuesday","WKFLDKG","10:23:34","10:24:00","BNSLY","10:36:24","10:36:00",71
"292","1Y21","Tuesday","BNSLY","10:40:15","10:40:00","MEADWHL","10:52:52","10:52:00",71
"293","1Y21","Tuesday","MEADWHL","10:58:41","10:56:00","SHEFFLD","11:03:33","11:00:00",71
"294","1Y33","Tuesday","LEEDS","13:06:22","13:05:00","WKFLDKG","13:22:47","13:22:00",72
"295","1Y33","Tuesday","WKFLDKG","13:24:28","13:24:00","BNSLY","13:37:41","13:36:00",72
"296","1Y33","Tuesday","BNSLY","13:40:34","13:40:00","MEADWHL","13:54:10","13:52:00",72
"297","1Y33","Tuesday","MEADWHL","13:59:45","13:56:00","SHEFFLD","14:04:01","14:00:00",72
"298","1Y33","Wednesday","LEEDS","13:06:20","13:05:00","WKFLDKG","13:23:07","13:22:00",73
"299","1Y33","Wednesday","WKFLDKG","13:25:08","13:24:00","BNSLY","13:37:54","13:36:00",73
"300","1Y33","Wednesday","BNSLY","13:40:30","13:40:00","MEADWHL","13:53:58","13:52:00",73
"301","1Y33","Wednesday","MEADWHL","13:55:51","13:56:00","SHEFFLD","14:02:24","14:00:00",73
"302","1Y49","Wednesday","LEEDS","17:05:19","17:05:00","NORMNTN","17:18:02","17:16:00",74
"303","1Y49","Wednesday","NORMNTN","17:20:32","17:19:00","WKFLDKG","17:23:42","17:22:00",74
"304","1Y49","Wednesday","WKFLDKG","17:25:38","17:24:00","BNSLY","17:38:38","17:36:00",74
"305","1Y49","Wednesday","BNSLY","17:41:17","17:40:00","MEADWHL","17:53:40","17:52:00",74
"306","1Y49","Wednesday","MEADWHL","17:56:25","17:56:00","SHEFFLD","18:03:04","18:00:00",74
"307","1Y13","Friday","LEEDS","08:05:13","08:05:00","WKFLDKG","08:24:00","08:22:00",75
"308","1Y13","Friday","WKFLDKG","08:26:15","08:24:00","BNSLY","08:39:08","08:36:00",75
"309","1Y13","Friday","BNSLY","08:41:38","08:40:00","MEADWHL","08:54:17","08:52:00",75
"310","1Y13","Friday","MEADWHL","08:58:25","08:56:00","SHEFFLD","09:02:46","09:00:00",75
"311","1Y37","Saturday","LEEDS","14:05:23","14:05:00","WKFLDKG","14:24:11","14:22:00",76
"312","1Y37","Saturday","WKFLDKG","14:26:07","14:24:00","BNSLY","14:42:47","14:36:00",76
"313","1Y37","Saturday","BNSLY","14:45:27","14:40:00","MEADWHL","15:02:36","14:52:00",76
"314","1Y37","Saturday","MEADWHL","15:06:44","14:56:00","SHEFFLD","15:12:46","15:00:00",76
"315","1Y17","Sunday","LEEDS","09:05:56","09:05:00","WKFLDKG","09:22:43","09:22:00",77
"316","1Y17","Sunday","WKFLDKG","09:24:20","09:24:00","BNSLY","09:37:00","09:36:00",77
"317","1Y17","Sunday","BNSLY","09:48:03","09:40:00","MEADWHL","10:02:11","09:52:00",77
"318","1Y17","Sunday","MEADWHL","10:04:50","09:56:00","SHEFFLD","10:09:35","10:00:00",77
"319","1Y25","Sunday","LEEDS","11:08:20","11:05:00","WKFLDKG","11:24:23","11:22:00",78
"320","1Y25","Sunday","WKFLDKG","11:25:59","11:24:00","BNSLY","11:39:09","11:36:00",78
"321","1Y25","Sunday","BNSLY","11:41:35","11:40:00","MEADWHL","11:54:41","11:52:00",78
"322","1Y25","Sunday","MEADWHL","11:57:11","11:56:00","SHEFFLD","12:02:10","12:00:00",78
"323","1Y49","Sunday","LEEDS","17:10:17","17:05:00","WKFLDKG","17:27:19","17:22:00",79
"324","1Y49","Sunday","WKFLDKG","17:29:51","17:24:00","BNSLY","17:42:13","17:36:00",79
"325","1Y49","Sunday","BNSLY","17:44:29","17:40:00","MEADWHL","17:56:35","17:52:00",79
"326","1Y49","Sunday","MEADWHL","17:59:14","17:56:00","SHEFFLD","18:03:13","18:00:00",79
"327","1Y25","Monday","LEEDS","11:06:43","11:05:00","WKFLDKG","11:23:14","11:22:00",80
"328","1Y25","Monday","WKFLDKG","11:24:53","11:24:00","BNSLY","11:38:12","11:36:00",80
"329","1Y25","Monday","BNSLY","11:41:09","11:40:00","MEADWHL","11:53:46","11:52:00",80
"330","1Y25","Monday","MEADWHL","11:57:40","11:56:00","SHEFFLD","12:02:41","12:00:00",80
"331","1Y29","Monday","LEEDS","12:05:14","12:05:00","WKFLDKG","12:22:28","12:22:00",81
"332","1Y29","Monday","WKFLDKG","12:24:28","12:24:00","BNSLY","12:38:06","12:36:00",81
"333","1Y29","Monday","BNSLY","12:40:32","12:40:00","MEADWHL","12:53:55","12:52:00",81
"334","1Y29","Monday","MEADWHL","12:57:28","12:56:00","SHEFFLD","13:03:00","13:00:00",81
"335","1Y53","Monday","LEEDS","18:05:12","18:05:00","WKFLDKG","18:21:02","18:22:00",82
"336","1Y53","Monday","WKFLDKG","18:23:23","18:24:00","BNSLY","18:36:01","18:36:00",82
"337","1Y53","Monday","BNSLY","18:40:28","18:40:00","MEADWHL","18:53:22","18:52:00",82
"338","1Y53","Monday","MEADWHL","18:56:46","18:56:00","SHEFFLD","19:06:20","19:00:00",82
"339","1Y57","Monday","LEEDS","19:05:44","19:05:00","WKFLDKG","19:21:34","19:22:00",83
"340","1Y57","Monday","WKFLDKG","19:24:17","19:24:00","BNSLY","19:37:04","19:36:00",83
"341","1Y57","Monday","BNSLY","19:41:18","19:40:00","MEADWHL","19:54:03","19:52:00",83
"342","1Y57","Monday","MEADWHL","19:56:13","19:56:00","SHEFFLD","20:06:01","20:00:00",83
"343","1Y17","Tuesday","LEEDS","09:05:12","09:05:00","WKFLDKG","09:22:41","09:22:00",84
"344","1Y17","Tuesday","WKFLDKG","09:24:18","09:24:00","BNSLY","09:36:35","09:36:00",84
"345","1Y17","Tuesday","BNSLY","09:40:15","09:40:00","MEADWHL","09:52:29","09:52:00",84
"346","1Y17","Tuesday","MEADWHL","09:55:59","09:56:00","SHEFFLD","10:02:46","10:00:00",84
"347","1Y29","Wednesday","LEEDS","12:05:27","12:05:00","WKFLDKG","12:20:41","12:22:00",85
"348","1Y29","Wednesday","WKFLDKG","12:23:09","12:24:00","BNSLY","12:35:39","12:36:00",85
"349","1Y29","Wednesday","BNSLY","12:40:31","12:40:00","MEADWHL","12:52:48","12:52:00",85
"350","1Y29","Wednesday","MEADWHL","12:55:10","12:56:00","SHEFFLD","12:59:08","13:00:00",85
"351","1Y37","Wednesday","LEEDS","14:05:12","14:05:00","WKFLDKG","14:20:40","14:22:00",86
"352","1Y37","Wednesday","WKFLDKG","14:23:15","14:24:00","BNSLY","14:35:50","14:36:00",86
"353","1Y37","Wednesday","BNSLY","14:40:12","14:40:00","MEADWHL","14:52:32","14:52:00",86
"354","1Y37","Wednesday","MEADWHL","14:55:57","14:56:00","SHEFFLD","15:01:04","15:00:00",86
"355","1Y37","Thursday","LEEDS","14:05:23","14:05:00","WKFLDKG","14:20:40","14:22:00",87
"356","1Y37","Thursday","WKFLDKG","14:23:23","14:24:00","BNSLY","14:35:57","14:36:00",87
"357","1Y37","Thursday","BNSLY","14:40:21","14:40:00","MEADWHL","14:52:39","14:52:00",87
"358","1Y37","Thursday","MEADWHL","14:55:08","14:56:00","SHEFFLD","14:59:24","15:00:00",87
"359","1Y57","Thursday","LEEDS","19:05:21","19:05:00","WKFLDKG","19:20:42","19:22:00",88
"360","1Y57","Thursday","WKFLDKG","19:24:11","19:24:00","BNSLY","19:36:52","19:36:00",88
"361","1Y57","Thursday","BNSLY","19:41:21","19:40:00","MEADWHL","19:53:47","19:52:00",88
"362","1Y57","Thursday","MEADWHL","19:56:43","19:56:00","SHEFFLD","20:01:56","20:00:00",88
"363","1Y25","Friday","LEEDS","11:05:49","11:05:00","WKFLDKG","11:21:10","11:22:00",89
"364","1Y25","Friday","WKFLDKG","11:23:14","11:24:00","BNSLY","11:35:35","11:36:00",89
"365","1Y25","Friday","BNSLY","11:40:18","11:40:00","MEADWHL","11:52:21","11:52:00",89
"366","1Y25","Friday","MEADWHL","11:54:30","11:56:00","SHEFFLD","11:58:15","12:00:00",89
"367","1Y29","Friday","LEEDS","12:05:45","12:05:00","WKFLDKG","12:20:36","12:22:00",90
"368","1Y29","Friday","WKFLDKG","12:23:16","12:24:00","BNSLY","12:36:16","12:36:00",90
"369","1Y29","Friday","BNSLY","12:40:27","12:40:00","MEADWHL","12:52:38","12:52:00",90
"370","1Y29","Friday","MEADWHL","12:55:00","12:56:00","SHEFFLD","12:59:54","13:00:00",90
"371","1Y33","Sunday","LEEDS","13:08:03","13:05:00","WKFLDKG","13:23:12","13:22:00",91
"372","1Y33","Sunday","WKFLDKG","13:25:06","13:24:00","BNSLY","13:38:25","13:36:00",91
"373","1Y33","Sunday","BNSLY","13:49:02","13:40:00","MEADWHL","14:03:06","13:52:00",91
"374","1Y33","Sunday","MEADWHL","14:05:11","13:56:00","SHEFFLD","14:09:56","14:00:00",91
"375","1Y37","Sunday","LEEDS","14:11:44","14:05:00","WKFLDKG","14:27:18","14:22:00",92
"376","1Y37","Sunday","WKFLDKG","14:29:10","14:24:00","BNSLY","14:42:38","14:36:00",92
"377","1Y37","Sunday","BNSLY","14:44:54","14:40:00","MEADWHL","14:57:14","14:52:00",92
"378","1Y37","Sunday","MEADWHL","14:59:35","14:56:00","SHEFFLD","15:04:02","15:00:00",92
"379","1Y21","Monday","LEEDS","10:05:14","10:05:00","WKFLDKG","10:20:39","10:22:00",93
"380","1Y21","Monday","WKFLDKG","10:22:51","10:24:00","BNSLY","10:35:29","10:36:00",93
"381","1Y21","Monday","BNSLY","10:39:42","10:40:00","MEADWHL","10:51:58","10:52:00",93
"382","1Y21","Monday","MEADWHL","10:55:56","10:56:00","SHEFFLD","11:01:17","11:00:00",93
"383","1Y29","Monday","LEEDS","12:05:50","12:05:00","WKFLDKG","12:20:49","12:22:00",94
"384","1Y29","Monday","WKFLDKG","12:23:19","12:24:00","BNSLY","12:36:52","12:36:00",94
"385","1Y29","Monday","BNSLY","12:40:26","12:40:00","MEADWHL","12:52:45","12:52:00",94
"386","1Y29","Monday","MEADWHL","12:55:20","12:56:00","SHEFFLD","13:00:41","13:00:00",94
"387","1Y33","Monday","LEEDS","13:06:18","13:05:00","WKFLDKG","13:21:13","13:22:00",95
"388","1Y33","Monday","WKFLDKG","13:23:13","13:24:00","BNSLY","13:36:08","13:36:00",95
"389","1Y33","Monday","BNSLY","13:40:15","13:40:00","MEADWHL","13:55:00","13:52:00",95
"390","1Y33","Monday","MEADWHL","13:57:23","13:56:00","SHEFFLD","14:02:14","14:00:00",95
"391","1Y05","Tuesday","LEEDS","06:05:03","06:05:00","WKFLDKG","06:21:43","06:22:00",96
"392","1Y05","Tuesday","WKFLDKG","06:23:16","06:24:00","BNSLY","06:36:38","06:36:00",96
"393","1Y05","Tuesday","BNSLY","06:38:57","06:40:00","MEADWHL","06:51:29","06:52:00",96
"394","1Y05","Tuesday","MEADWHL","06:53:48","06:56:00","SHEFFLD","06:58:27","07:00:00",96
"395","1Y13","Tuesday","LEEDS","08:05:16","08:05:00","WKFLDKG","08:20:43","08:22:00",97
"396","1Y13","Tuesday","WKFLDKG","08:23:28","08:24:00","BNSLY","08:36:34","08:36:00",97
"397","1Y13","Tuesday","BNSLY","08:40:58","08:40:00","MEADWHL","08:53:42","08:52:00",97
"398","1Y13","Tuesday","MEADWHL","08:56:19","08:56:00","SHEFFLD","09:00:29","09:00:00",97
"399","1Y45","Tuesday","LEEDS","16:07:15","16:05:00","WKFLDKG","16:22:07","16:22:00",98
"400","1Y45","Tuesday","WKFLDKG","16:23:55","16:24:00","BNSLY","16:36:36","16:36:00",98
"401","1Y45","Tuesday","BNSLY","16:40:30","16:40:00","MEADWHL","16:52:40","16:52:00",98
"402","1Y45","Tuesday","MEADWHL","16:55:46","16:56:00","SHEFFLD","17:02:40","17:00:00",98
"403","1Y49","Wednesday","LEEDS","17:06:46","17:05:00","NORMNTN","17:20:53","17:16:00",99
"404","1Y49","Wednesday","NORMNTN","17:23:21","17:19:00","WKFLDKG","17:26:39","17:22:00",99
"405","1Y49","Wednesday","WKFLDKG","17:28:41","17:24:00","BNSLY","17:41:47","17:36:00",99
"406","1Y49","Wednesday","BNSLY","17:44:53","17:40:00","MEADWHL","17:57:37","17:52:00",99
"407","1Y49","Wednesday","MEADWHL","18:00:26","17:56:00","SHEFFLD","18:04:43","18:00:00",99
"408","1Y05","Thursday","LEEDS","06:05:12","06:05:00","WKFLDKG","06:20:16","06:22:00",100
"409","1Y05","Thursday","WKFLDKG","06:21:49","06:24:00","BNSLY","06:34:53","06:36:00",100
"410","1Y05","Thursday","BNSLY","06:38:24","06:40:00","MEADWHL","06:50:49","06:52:00",100
"411","1Y05","Thursday","MEADWHL","06:53:12","06:56:00","SHEFFLD","06:57:08","07:00:00",100
"412","1Y09","Thursday","LEEDS","07:05:27","07:05:00","WKFLDKG","07:22:23","07:22:00",101
"413","1Y09","Thursday","WKFLDKG","07:25:31","07:24:00","BNSLY","07:37:42","07:36:00",101
"414","1Y09","Thursday","BNSLY","07:42:25","07:40:00","MEADWHL","07:54:33","07:52:00",101
"415","1Y09","Thursday","MEADWHL","07:57:59","07:56:00","SHEFFLD","08:02:40","08:00:00",101
"416","1Y37","Thursday","LEEDS","14:05:17","14:05:00","WKFLDKG","14:20:29","14:22:00",102
"417","1Y37","Thursday","WKFLDKG","14:23:20","14:24:00","BNSLY","14:36:01","14:36:00",102
"418","1Y37","Thursday","BNSLY","14:40:16","14:40:00","MEADWHL","14:52:26","14:52:00",102
"419","1Y37","Thursday","MEADWHL","14:56:20","14:56:00","SHEFFLD","15:01:37","15:00:00",102
"420","1Y45","Thursday","LEEDS","16:05:15","16:05:00","WKFLDKG","16:21:41","16:22:00",103
"421","1Y45","Thursday","WKFLDKG","16:23:32","16:24:00","BNSLY","16:36:25","16:36:00",103
"422","1Y45","Thursday","BNSLY","16:40:08","16:40:00","MEADWHL","16:52:35","16:52:00",103
"423","1Y45","Thursday","MEADWHL","16:54:55","16:56:00","SHEFFLD","17:00:11","17:00:00",103
"424","1Y13","Saturday","LEEDS","08:05:18","08:05:00","WKFLDKG","08:20:40","08:22:00",104
"425","1Y13","Saturday","WKFLDKG","08:23:06","08:24:00","BNSLY","08:35:28","08:36:00",104
"426","1Y13","Saturday","BNSLY","08:40:09","08:40:00","MEADWHL","08:52:08","08:52:00",104
"427","1Y13","Saturday","MEADWHL","08:54:15","08:56:00","SHEFFLD","08:59:29","09:00:00",104
"428","1Y21","Saturday","LEEDS","10:06:00","10:05:00","WKFLDKG","10:21:03","10:22:00",105
"429","1Y21","Saturday","WKFLDKG","10:23:47","10:24:00","BNSLY","10:36:30","10:36:00",105
"430","1Y21","Saturday","BNSLY","10:40:40","10:40:00","MEADWHL","10:52:57","10:52:00",105
"431","1Y21","Saturday","MEADWHL","10:55:18","10:56:00","SHEFFLD","11:00:16","11:00:00",105
"432","1Y29","Sunday","LEEDS","12:05:18","12:05:00","WKFLDKG","12:19:43","12:22:00",106
"433","1Y29","Sunday","WKFLDKG","12:21:34","12:24:00","BNSLY","12:34:07","12:36:00",106
"434","1Y29","Sunday","BNSLY","12:40:48","12:40:00","MEADWHL","12:52:44","12:52:00",106
"435","1Y29","Sunday","MEADWHL","12:55:05","12:56:00","SHEFFLD","12:58:58","13:00:00",106
"436","1Y33","Sunday","LEEDS","13:05:26","13:05:00","WKFLDKG","13:20:32","13:22:00",107
"437","1Y33","Sunday","WKFLDKG","13:22:34","13:24:00","BNSLY","13:35:34","13:36:00",107
"438","1Y33","Sunday","BNSLY","13:41:09","13:40:00","MEADWHL","13:53:35","13:52:00",107
"439","1Y33","Sunday","MEADWHL","13:56:12","13:56:00","SHEFFLD","14:00:16","14:00:00",107
"440","1Y37","Sunday","LEEDS","14:07:10","14:05:00","WKFLDKG","14:23:36","14:22:00",108
"441","1Y37","Sunday","WKFLDKG","14:25:18","14:24:00","BNSLY","14:38:14","14:36:00",108
"442","1Y37","Sunday","BNSLY","14:41:10","14:40:00","MEADWHL","14:53:38","14:52:00",108
"443","1Y37","Sunday","MEADWHL","14:58:16","14:56:00","SHEFFLD","15:03:09","15:00:00",108
"444","1Y09","Tuesday","LEEDS","07:13:42","07:05:00","WKFLDKG","07:29:07","07:22:00",109
"445","1Y09","Tuesday","WKFLDKG","07:30:38","07:24:00","BNSLY","07:44:13","07:36:00",109
"446","1Y09","Tuesday","BNSLY","07:46:28","07:40:00","MEADWHL","07:59:15","07:52:00",109
"447","1Y09","Tuesday","MEADWHL","08:01:18","07:56:00","SHEFFLD","08:05:57","08:00:00",109
"448","1Y33","Tuesday","LEEDS","13:07:18","13:05:00","WKFLDKG","13:21:59","13:22:00",110
"449","1Y33","Tuesday","WKFLDKG","13:23:53","13:24:00","BNSLY","13:36:20","13:36:00",110
"450","1Y33","Tuesday","BNSLY","13:40:08","13:40:00","MEADWHL","13:51:58","13:52:00",110
"451","1Y33","Tuesday","MEADWHL","13:54:42","13:56:00","SHEFFLD","14:00:11","14:00:00",110
"452","1Y53","Tuesday","LEEDS","18:05:34","18:05:00","WKFLDKG","18:20:42","18:22:00",111
"453","1Y53","Tuesday","WKFLDKG","18:23:23","18:24:00","BNSLY","18:36:23","18:36:00",111
"454","1Y53","Tuesday","BNSLY","18:40:22","18:40:00","MEADWHL","18:52:31","18:52:00",111
"455","1Y53","Tuesday","MEADWHL","18:57:10","18:56:00","SHEFFLD","19:03:41","19:00:00",111
"456","1Y13","Wednesday","LEEDS","08:07:22","08:05:00","WKFLDKG","08:22:02","08:22:00",112
"457","1Y13","Wednesday","WKFLDKG","08:23:59","08:24:00","BNSLY","08:36:06","08:36:00",112
"458","1Y13","Wednesday","BNSLY","08:40:06","08:40:00","MEADWHL","08:52:07","08:52:00",112
"459","1Y13","Wednesday","MEADWHL","08:55:35","08:56:00","SHEFFLD","08:59:43","09:00:00",112
"460","1Y17","Wednesday","LEEDS","09:07:14","09:05:00","WKFLDKG","09:22:20","09:22:00",113
"461","1Y17","Wednesday","WKFLDKG","09:24:05","09:24:00","BNSLY","09:37:06","09:36:00",113
"462","1Y17","Wednesday","BNSLY","09:40:00","09:40:00","MEADWHL","09:52:39","09:52:00",113
"463","1Y17","Wednesday","MEADWHL","09:58:06","09:56:00","SHEFFLD","10:03:40","10:00:00",113
"464","1Y21","Wednesday","LEEDS","10:05:37","10:05:00","WKFLDKG","10:20:49","10:22:00",114
"465","1Y21","Wednesday","WKFLDKG","10:23:23","10:24:00","BNSLY","10:36:11","10:36:00",114
"466","1Y21","Wednesday","BNSLY","10:40:18","10:40:00","MEADWHL","10:58:28","10:52:00",114
"467","1Y21","Wednesday","MEADWHL","11:01:01","10:56:00","SHEFFLD","11:06:25","11:00:00",114
"468","1Y17","Thursday","LEEDS","09:05:15","09:05:00","WKFLDKG","09:21:34","09:22:00",115
"469","1Y17","Thursday","WKFLDKG","09:23:29","09:24:00","BNSLY","09:35:46","09:36:00",115
"470","1Y17","Thursday","BNSLY","09:40:22","09:40:00","MEADWHL","09:52:24","09:52:00",115
"471","1Y17","Thursday","MEADWHL","09:55:31","09:56:00","SHEFFLD","10:03:23","10:00:00",115
"472","1Y49","Thursday","LEEDS","17:05:26","17:05:00","NORMNTN","17:15:49","17:16:00",116
"473","1Y49","Thursday","NORMNTN","17:18:40","17:19:00","WKFLDKG","17:21:36","17:22:00",116
"474","1Y49","Thursday","WKFLDKG","17:23:24","17:24:00","BNSLY","17:35:45","17:36:00",116
"475","1Y49","Thursday","BNSLY","17:40:11","17:40:00","MEADWHL","17:52:47","17:52:00",116
"476","1Y49","Thursday","MEADWHL","17:55:16","17:56:00","SHEFFLD","17:59:55","18:00:00",116
"477","1Y21","Friday","LEEDS","10:05:14","10:05:00","WKFLDKG","10:20:12","10:22:00",117
"478","1Y21","Friday","WKFLDKG","10:23:10","10:24:00","BNSLY","10:35:46","10:36:00",117
"479","1Y21","Friday","BNSLY","10:40:05","10:40:00","MEADWHL","10:52:07","10:52:00",117
"480","1Y21","Friday","MEADWHL","10:55:43","10:56:00","SHEFFLD","11:00:04","11:00:00",117
"481","1Y45","Friday","LEEDS","16:05:17","16:05:00","WKFLDKG","16:23:14","16:22:00",118
"482","1Y45","Friday","WKFLDKG","16:25:04","16:24:00","BNSLY","16:37:35","16:36:00",118
"483","1Y45","Friday","BNSLY","16:40:33","16:40:00","MEADWHL","16:52:24","16:52:00",118
"484","1Y45","Friday","MEADWHL","16:58:47","16:56:00","SHEFFLD","17:03:50","17:00:00",118
"485","1Y21","Saturday","LEEDS","10:05:55","10:05:00","WKFLDKG","10:21:33","10:22:00",119
"486","1Y21","Saturday","WKFLDKG","10:23:27","10:24:00","BNSLY","10:36:08","10:36:00",119
"487","1Y21","Saturday","BNSLY","10:40:33","10:40:00","MEADWHL","10:52:46","10:52:00",119
"488","1Y21","Saturday","MEADWHL","10:55:03","10:56:00","SHEFFLD","10:59:29","11:00:00",119
"489","1Y25","Saturday","LEEDS","11:05:18","11:05:00","WKFLDKG","11:20:59","11:22:00",120
"490","1Y25","Saturday","WKFLDKG","11:23:09","11:24:00","BNSLY","11:36:01","11:36:00",120
"491","1Y25","Saturday","BNSLY","11:39:58","11:40:00","MEADWHL","11:52:27","11:52:00",120
"492","1Y25","Saturday","MEADWHL","11:56:18","11:56:00","SHEFFLD","12:01:50","12:00:00",120
"493","1Y29","Saturday","LEEDS","12:07:27","12:05:00","WKFLDKG","12:23:17","12:22:00",121
"494","1Y29","Saturday","WKFLDKG","12:25:30","12:24:00","BNSLY","12:38:26","12:36:00",121
"495","1Y29","Saturday","BNSLY","12:41:57","12:40:00","MEADWHL","12:54:28","12:52:00",121
"496","1Y29","Saturday","MEADWHL","12:56:53","12:56:00","SHEFFLD","13:01:37","13:00:00",121
"497","1Y41","Saturday","LEEDS","15:05:43","15:05:00","WKFLDKG","15:20:12","15:22:00",122
"498","1Y41","Saturday","WKFLDKG","15:23:22","15:24:00","BNSLY","15:35:43","15:36:00",122
"499","1Y41","Saturday","BNSLY","15:40:17","15:40:00","MEADWHL","15:52:08","15:52:00",122
"500","1Y41","Saturday","MEADWHL","15:55:43","15:56:00","SHEFFLD","15:59:30","16:00:00",122
"501","1Y21","Monday","LEEDS","10:05:21","10:05:00","WKFLDKG","10:20:54","10:22:00",123
"502","1Y21","Monday","WKFLDKG","10:23:15","10:24:00","BNSLY","10:35:58","10:36:00",123
"503","1Y21","Monday","BNSLY","10:40:15","10:40:00","MEADWHL","10:52:13","10:52:00",123
"504","1Y21","Monday","MEADWHL","10:54:12","10:56:00","SHEFFLD","10:58:28","11:00:00",123
"505","1Y29","Monday","LEEDS","12:05:16","12:05:00","WKFLDKG","12:21:04","12:22:00",124
"506","1Y29","Monday","WKFLDKG","12:23:18","12:24:00","BNSLY","12:36:19","12:36:00",124
"507","1Y29","Monday","BNSLY","12:40:18","12:40:00","MEADWHL","12:52:07","12:52:00",124
"508","1Y29","Monday","MEADWHL","12:54:26","12:56:00","SHEFFLD","12:59:09","13:00:00",124
"509","1Y57","Monday","LEEDS","19:05:22","19:05:00","WKFLDKG","19:21:53","19:22:00",125
"510","1Y57","Monday","WKFLDKG","19:25:56","19:24:00","BNSLY","19:38:10","19:36:00",125
"511","1Y57","Monday","BNSLY","19:41:06","19:40:00","MEADWHL","19:53:18","19:52:00",125
"512","1Y57","Monday","MEADWHL","19:56:56","19:56:00","SHEFFLD","20:04:33","20:00:00",125
"513","1Y05","Tuesday","LEEDS","06:05:14","06:05:00","WKFLDKG","06:19:32","06:22:00",126
"514","1Y05","Tuesday","WKFLDKG","06:21:12","06:24:00","BNSLY","06:33:05","06:36:00",126
"515","1Y05","Tuesday","BNSLY","06:38:18","06:40:00","MEADWHL","06:49:51","06:52:00",126
"516","1Y05","Tuesday","MEADWHL","06:52:12","06:56:00","SHEFFLD","06:55:57","07:00:00",126
"517","1Y09","Tuesday","LEEDS","07:05:16","07:05:00","WKFLDKG","07:22:10","07:22:00",127
"518","1Y09","Tuesday","WKFLDKG","07:25:11","07:24:00","BNSLY","07:37:48","07:36:00",127
"519","1Y09","Tuesday","BNSLY","07:42:09","07:40:00","MEADWHL","07:54:21","07:52:00",127
"520","1Y09","Tuesday","MEADWHL","07:56:39","07:56:00","SHEFFLD","08:01:18","08:00:00",127
"521","1Y37","Tuesday","LEEDS","14:05:56","14:05:00","WKFLDKG","14:22:09","14:22:00",128
"522","1Y37","Tuesday","WKFLDKG","14:24:09","14:24:00","BNSLY","14:37:04","14:36:00",128
"523","1Y37","Tuesday","BNSLY","14:40:35","14:40:00","MEADWHL","14:52:42","14:52:00",128
"524","1Y37","Tuesday","MEADWHL","14:57:14","14:56:00","SHEFFLD","15:01:11","15:00:00",128
